filepath,filename,label
data\sdfvd2.0\not_real\fake_vs39_aug_4.mp4,fake_vs39_aug_4.mp4,not_real
data\sdfvd2.0\not_real\fake_vs39_aug_5.mp4,fake_vs39_aug_5.mp4,not_real
data\sdfvd2.0\not_real\fake_vs39_aug_6.mp4,fake_vs39_aug_6.mp4,not_real
data\sdfvd2.0\not_real\fake_vs39_aug_7.mp4,fake_vs39_aug_7.mp4,not_real
data\sdfvd2.0\not_real\fake_vs3_aug_0-LUqBmw-eijI0M-LbRtQx.mp4,fake_vs3_aug_0-LUqBmw-eijI0M-LbRtQx.mp4,not_real
data\sdfvd2.0\not_real\fake_vs3_aug_1-PfCTF4-OedqD7.mp4,fake_vs3_aug_1-PfCTF4-OedqD7.mp4,not_real
data\sdfvd2.0\not_real\fake_vs3_aug_2-p8T1Ut-h9ArQa.mp4,fake_vs3_aug_2-p8T1Ut-h9ArQa.mp4,not_real
data\sdfvd2.0\not_real\fake_vs3_aug_3-EBMZ4t-lKGI7c-7XeHLs.mp4,fake_vs3_aug_3-EBMZ4t-lKGI7c-7XeHLs.mp4,not_real
data\sdfvd2.0\not_real\fake_vs3_aug_4-rVnAZC-it5jqn-hru1m4.mp4,fake_vs3_aug_4-rVnAZC-it5jqn-hru1m4.mp4,not_real
data\sdfvd2.0\not_real\fake_vs3_aug_5-OARdag-LJ4674.mp4,fake_vs3_aug_5-OARdag-LJ4674.mp4,not_real
data\sdfvd2.0\not_real\fake_vs3_aug_6-jzdSkE-cKJ5sd-StWsoe.mp4,fake_vs3_aug_6-jzdSkE-cKJ5sd-StWsoe.mp4,not_real
data\sdfvd2.0\not_real\fake_vs3_aug_7-7SwdN8-C52Dls-OiimdJ.mp4,fake_vs3_aug_7-7SwdN8-C52Dls-OiimdJ.mp4,not_real
data\sdfvd2.0\not_real\fake_vs40_aug_0.mp4,fake_vs40_aug_0.mp4,not_real
data\sdfvd2.0\not_real\fake_vs40_aug_1.mp4,fake_vs40_aug_1.mp4,not_real
data\sdfvd2.0\not_real\fake_vs40_aug_2.mp4,fake_vs40_aug_2.mp4,not_real
data\sdfvd2.0\not_real\fake_vs40_aug_3.mp4,fake_vs40_aug_3.mp4,not_real
data\sdfvd2.0\not_real\fake_vs40_aug_4.mp4,fake_vs40_aug_4.mp4,not_real
data\sdfvd2.0\not_real\fake_vs40_aug_5.mp4,fake_vs40_aug_5.mp4,not_real
data\sdfvd2.0\not_real\fake_vs40_aug_6.mp4,fake_vs40_aug_6.mp4,not_real
data\sdfvd2.0\not_real\fake_vs40_aug_7.mp4,fake_vs40_aug_7.mp4,not_real
data\sdfvd2.0\not_real\fake_vs41_aug_0.mp4,fake_vs41_aug_0.mp4,not_real
data\sdfvd2.0\not_real\fake_vs41_aug_1.mp4,fake_vs41_aug_1.mp4,not_real
data\sdfvd2.0\not_real\fake_vs41_aug_2.mp4,fake_vs41_aug_2.mp4,not_real
data\sdfvd2.0\not_real\fake_vs41_aug_3.mp4,fake_vs41_aug_3.mp4,not_real
data\sdfvd2.0\not_real\fake_vs41_aug_4.mp4,fake_vs41_aug_4.mp4,not_real
data\sdfvd2.0\not_real\fake_vs41_aug_5.mp4,fake_vs41_aug_5.mp4,not_real
data\sdfvd2.0\not_real\fake_vs41_aug_6.mp4,fake_vs41_aug_6.mp4,not_real
data\sdfvd2.0\not_real\fake_vs41_aug_7.mp4,fake_vs41_aug_7.mp4,not_real
data\sdfvd2.0\not_real\fake_vs42_aug_0.mp4,fake_vs42_aug_0.mp4,not_real
data\sdfvd2.0\not_real\fake_vs42_aug_1.mp4,fake_vs42_aug_1.mp4,not_real
data\sdfvd2.0\not_real\fake_vs42_aug_2.mp4,fake_vs42_aug_2.mp4,not_real
data\sdfvd2.0\not_real\fake_vs42_aug_3.mp4,fake_vs42_aug_3.mp4,not_real
data\sdfvd2.0\not_real\fake_vs42_aug_4.mp4,fake_vs42_aug_4.mp4,not_real
data\sdfvd2.0\not_real\fake_vs42_aug_5.mp4,fake_vs42_aug_5.mp4,not_real
data\sdfvd2.0\not_real\fake_vs42_aug_6.mp4,fake_vs42_aug_6.mp4,not_real
data\sdfvd2.0\not_real\fake_vs42_aug_7.mp4,fake_vs42_aug_7.mp4,not_real
data\sdfvd2.0\not_real\fake_vs43_aug_0.mp4,fake_vs43_aug_0.mp4,not_real
data\sdfvd2.0\not_real\fake_vs43_aug_1.mp4,fake_vs43_aug_1.mp4,not_real
data\sdfvd2.0\not_real\fake_vs43_aug_2.mp4,fake_vs43_aug_2.mp4,not_real
data\sdfvd2.0\not_real\fake_vs43_aug_3.mp4,fake_vs43_aug_3.mp4,not_real
data\sdfvd2.0\not_real\fake_vs43_aug_4.mp4,fake_vs43_aug_4.mp4,not_real
data\sdfvd2.0\not_real\fake_vs43_aug_5.mp4,fake_vs43_aug_5.mp4,not_real
data\sdfvd2.0\not_real\fake_vs43_aug_6.mp4,fake_vs43_aug_6.mp4,not_real
data\sdfvd2.0\not_real\fake_vs43_aug_7.mp4,fake_vs43_aug_7.mp4,not_real
data\sdfvd2.0\not_real\fake_vs44_aug_0.mp4,fake_vs44_aug_0.mp4,not_real
data\sdfvd2.0\not_real\fake_vs44_aug_1.mp4,fake_vs44_aug_1.mp4,not_real
data\sdfvd2.0\not_real\fake_vs44_aug_2.mp4,fake_vs44_aug_2.mp4,not_real
data\sdfvd2.0\not_real\fake_vs44_aug_3.mp4,fake_vs44_aug_3.mp4,not_real
data\sdfvd2.0\not_real\fake_vs44_aug_4.mp4,fake_vs44_aug_4.mp4,not_real
data\sdfvd2.0\not_real\fake_vs44_aug_5.mp4,fake_vs44_aug_5.mp4,not_real
data\sdfvd2.0\not_real\fake_vs44_aug_6.mp4,fake_vs44_aug_6.mp4,not_real
data\sdfvd2.0\not_real\fake_vs44_aug_7.mp4,fake_vs44_aug_7.mp4,not_real
data\sdfvd2.0\not_real\fake_vs45_aug_0.mp4,fake_vs45_aug_0.mp4,not_real
data\sdfvd2.0\not_real\fake_vs45_aug_1.mp4,fake_vs45_aug_1.mp4,not_real
data\sdfvd2.0\not_real\fake_vs45_aug_2.mp4,fake_vs45_aug_2.mp4,not_real
data\sdfvd2.0\not_real\fake_vs45_aug_3.mp4,fake_vs45_aug_3.mp4,not_real
data\sdfvd2.0\not_real\fake_vs45_aug_4.mp4,fake_vs45_aug_4.mp4,not_real
data\sdfvd2.0\not_real\fake_vs45_aug_5.mp4,fake_vs45_aug_5.mp4,not_real
data\sdfvd2.0\not_real\fake_vs45_aug_6.mp4,fake_vs45_aug_6.mp4,not_real
data\sdfvd2.0\not_real\fake_vs45_aug_7.mp4,fake_vs45_aug_7.mp4,not_real
data\sdfvd2.0\not_real\fake_vs46_aug_0.mp4,fake_vs46_aug_0.mp4,not_real
data\sdfvd2.0\not_real\fake_vs46_aug_1.mp4,fake_vs46_aug_1.mp4,not_real
data\sdfvd2.0\not_real\fake_vs46_aug_2.mp4,fake_vs46_aug_2.mp4,not_real
data\sdfvd2.0\not_real\fake_vs46_aug_3.mp4,fake_vs46_aug_3.mp4,not_real
data\sdfvd2.0\not_real\fake_vs46_aug_4.mp4,fake_vs46_aug_4.mp4,not_real
data\sdfvd2.0\not_real\fake_vs46_aug_5.mp4,fake_vs46_aug_5.mp4,not_real
data\sdfvd2.0\not_real\fake_vs46_aug_6.mp4,fake_vs46_aug_6.mp4,not_real
data\sdfvd2.0\not_real\fake_vs46_aug_7.mp4,fake_vs46_aug_7.mp4,not_real
data\sdfvd2.0\not_real\fake_vs47_aug_0.mp4,fake_vs47_aug_0.mp4,not_real
data\sdfvd2.0\not_real\fake_vs47_aug_1.mp4,fake_vs47_aug_1.mp4,not_real
data\sdfvd2.0\not_real\fake_vs47_aug_2.mp4,fake_vs47_aug_2.mp4,not_real
data\sdfvd2.0\not_real\fake_vs47_aug_3.mp4,fake_vs47_aug_3.mp4,not_real
data\sdfvd2.0\not_real\fake_vs47_aug_4.mp4,fake_vs47_aug_4.mp4,not_real
data\sdfvd2.0\not_real\fake_vs47_aug_5.mp4,fake_vs47_aug_5.mp4,not_real
data\sdfvd2.0\not_real\fake_vs47_aug_6.mp4,fake_vs47_aug_6.mp4,not_real
data\sdfvd2.0\not_real\fake_vs47_aug_7.mp4,fake_vs47_aug_7.mp4,not_real
data\sdfvd2.0\not_real\fake_vs48_aug_0-xIlQYc.mp4,fake_vs48_aug_0-xIlQYc.mp4,not_real
data\sdfvd2.0\not_real\fake_vs48_aug_1-pFuIZX.mp4,fake_vs48_aug_1-pFuIZX.mp4,not_real
data\sdfvd2.0\not_real\fake_vs48_aug_2-Zf8rvv.mp4,fake_vs48_aug_2-Zf8rvv.mp4,not_real
data\sdfvd2.0\not_real\fake_vs48_aug_3-rVAcgX.mp4,fake_vs48_aug_3-rVAcgX.mp4,not_real
data\sdfvd2.0\not_real\fake_vs48_aug_4-fxE1RL.mp4,fake_vs48_aug_4-fxE1RL.mp4,not_real
data\sdfvd2.0\not_real\fake_vs48_aug_5-bpwKNM.mp4,fake_vs48_aug_5-bpwKNM.mp4,not_real
data\sdfvd2.0\not_real\fake_vs48_aug_6-lZMVlI.mp4,fake_vs48_aug_6-lZMVlI.mp4,not_real
data\sdfvd2.0\not_real\fake_vs48_aug_7-ctkvL6.mp4,fake_vs48_aug_7-ctkvL6.mp4,not_real
data\sdfvd2.0\not_real\fake_vs49_aug_0.mp4,fake_vs49_aug_0.mp4,not_real
data\sdfvd2.0\not_real\fake_vs49_aug_1.mp4,fake_vs49_aug_1.mp4,not_real
data\sdfvd2.0\not_real\fake_vs49_aug_2.mp4,fake_vs49_aug_2.mp4,not_real
data\sdfvd2.0\not_real\fake_vs49_aug_3.mp4,fake_vs49_aug_3.mp4,not_real
data\sdfvd2.0\not_real\fake_vs49_aug_4.mp4,fake_vs49_aug_4.mp4,not_real
data\sdfvd2.0\not_real\fake_vs49_aug_5.mp4,fake_vs49_aug_5.mp4,not_real
data\sdfvd2.0\not_real\fake_vs49_aug_6.mp4,fake_vs49_aug_6.mp4,not_real
data\sdfvd2.0\not_real\fake_vs49_aug_7.mp4,fake_vs49_aug_7.mp4,not_real
data\sdfvd2.0\not_real\fake_vs4_aug_0-lEKGPF-aIl7WQ.mp4,fake_vs4_aug_0-lEKGPF-aIl7WQ.mp4,not_real
data\sdfvd2.0\not_real\fake_vs4_aug_1-Xiy6l8-E5eL4R.mp4,fake_vs4_aug_1-Xiy6l8-E5eL4R.mp4,not_real
data\sdfvd2.0\not_real\fake_vs4_aug_2-AcccXI-itobq3.mp4,fake_vs4_aug_2-AcccXI-itobq3.mp4,not_real
data\sdfvd2.0\not_real\fake_vs4_aug_3-4lK4Wp.mp4,fake_vs4_aug_3-4lK4Wp.mp4,not_real
data\sdfvd2.0\not_real\fake_vs4_aug_4-18UWYP.mp4,fake_vs4_aug_4-18UWYP.mp4,not_real
data\sdfvd2.0\not_real\fake_vs4_aug_5-bnS1pw-m8wzMx.mp4,fake_vs4_aug_5-bnS1pw-m8wzMx.mp4,not_real
data\sdfvd2.0\not_real\fake_vs4_aug_6-CxXZJP-sma92O.mp4,fake_vs4_aug_6-CxXZJP-sma92O.mp4,not_real
data\sdfvd2.0\not_real\fake_vs4_aug_7-KhMieg-mdbe2D-WDnnRR.mp4,fake_vs4_aug_7-KhMieg-mdbe2D-WDnnRR.mp4,not_real
data\sdfvd2.0\not_real\fake_vs50_aug_0.mp4,fake_vs50_aug_0.mp4,not_real
data\sdfvd2.0\not_real\fake_vs50_aug_1.mp4,fake_vs50_aug_1.mp4,not_real
data\sdfvd2.0\not_real\fake_vs50_aug_2.mp4,fake_vs50_aug_2.mp4,not_real
data\sdfvd2.0\not_real\fake_vs50_aug_3.mp4,fake_vs50_aug_3.mp4,not_real
data\sdfvd2.0\not_real\fake_vs50_aug_4.mp4,fake_vs50_aug_4.mp4,not_real
data\sdfvd2.0\not_real\fake_vs50_aug_5.mp4,fake_vs50_aug_5.mp4,not_real
data\sdfvd2.0\not_real\fake_vs50_aug_6.mp4,fake_vs50_aug_6.mp4,not_real
data\sdfvd2.0\not_real\fake_vs50_aug_7.mp4,fake_vs50_aug_7.mp4,not_real
data\sdfvd2.0\not_real\fake_vs51_aug_0-we4gCS.mp4,fake_vs51_aug_0-we4gCS.mp4,not_real
data\sdfvd2.0\not_real\fake_vs51_aug_1-bDUVdw.mp4,fake_vs51_aug_1-bDUVdw.mp4,not_real
data\sdfvd2.0\not_real\fake_vs51_aug_2-vZLMaR.mp4,fake_vs51_aug_2-vZLMaR.mp4,not_real
data\sdfvd2.0\not_real\fake_vs51_aug_3-wdz2KL.mp4,fake_vs51_aug_3-wdz2KL.mp4,not_real
data\sdfvd2.0\not_real\fake_vs51_aug_4-eibWCJ.mp4,fake_vs51_aug_4-eibWCJ.mp4,not_real
data\sdfvd2.0\not_real\fake_vs51_aug_5-x4xv3P.mp4,fake_vs51_aug_5-x4xv3P.mp4,not_real
data\sdfvd2.0\not_real\fake_vs51_aug_6-L21Zcq.mp4,fake_vs51_aug_6-L21Zcq.mp4,not_real
data\sdfvd2.0\not_real\fake_vs51_aug_7-FgBsr5.mp4,fake_vs51_aug_7-FgBsr5.mp4,not_real
data\sdfvd2.0\not_real\fake_vs52_aug_0.mp4,fake_vs52_aug_0.mp4,not_real
data\sdfvd2.0\not_real\fake_vs52_aug_1.mp4,fake_vs52_aug_1.mp4,not_real
data\sdfvd2.0\not_real\fake_vs52_aug_2.mp4,fake_vs52_aug_2.mp4,not_real
data\sdfvd2.0\not_real\fake_vs52_aug_3.mp4,fake_vs52_aug_3.mp4,not_real
data\sdfvd2.0\not_real\fake_vs52_aug_4.mp4,fake_vs52_aug_4.mp4,not_real
data\sdfvd2.0\not_real\fake_vs52_aug_5.mp4,fake_vs52_aug_5.mp4,not_real
data\sdfvd2.0\not_real\fake_vs52_aug_6.mp4,fake_vs52_aug_6.mp4,not_real
data\sdfvd2.0\not_real\fake_vs52_aug_7.mp4,fake_vs52_aug_7.mp4,not_real
data\sdfvd2.0\not_real\fake_vs53_aug_0.mp4,fake_vs53_aug_0.mp4,not_real
data\sdfvd2.0\not_real\fake_vs53_aug_1.mp4,fake_vs53_aug_1.mp4,not_real
data\sdfvd2.0\not_real\fake_vs53_aug_2.mp4,fake_vs53_aug_2.mp4,not_real
data\sdfvd2.0\not_real\fake_vs53_aug_3.mp4,fake_vs53_aug_3.mp4,not_real
data\sdfvd2.0\not_real\fake_vs53_aug_4.mp4,fake_vs53_aug_4.mp4,not_real
data\sdfvd2.0\not_real\fake_vs53_aug_5.mp4,fake_vs53_aug_5.mp4,not_real
data\sdfvd2.0\not_real\fake_vs53_aug_6.mp4,fake_vs53_aug_6.mp4,not_real
data\sdfvd2.0\not_real\fake_vs53_aug_7.mp4,fake_vs53_aug_7.mp4,not_real
data\sdfvd2.0\not_real\fake_vs5_aug_0 - Copy-1UvBVV-cp8ogZ.mp4,fake_vs5_aug_0 - Copy-1UvBVV-cp8ogZ.mp4,not_real
data\sdfvd2.0\not_real\fake_vs5_aug_0-eBBB6C-TVmVFc-SqEZxh.mp4,fake_vs5_aug_0-eBBB6C-TVmVFc-SqEZxh.mp4,not_real
data\sdfvd2.0\not_real\fake_vs5_aug_1 - Copy-dUnQf0-xvVW5c.mp4,fake_vs5_aug_1 - Copy-dUnQf0-xvVW5c.mp4,not_real
data\sdfvd2.0\not_real\fake_vs5_aug_1-3hn0LR-HjQyIS.mp4,fake_vs5_aug_1-3hn0LR-HjQyIS.mp4,not_real
data\sdfvd2.0\not_real\fake_vs5_aug_2 - Copy-Tv53tr-gqnbOu-nUsN73.mp4,fake_vs5_aug_2 - Copy-Tv53tr-gqnbOu-nUsN73.mp4,not_real
data\sdfvd2.0\not_real\fake_vs5_aug_2-HfgGEr-H7QFVj.mp4,fake_vs5_aug_2-HfgGEr-H7QFVj.mp4,not_real
data\sdfvd2.0\not_real\fake_vs5_aug_3 - Copy-V3umPG-9pIInH-cKuvZT.mp4,fake_vs5_aug_3 - Copy-V3umPG-9pIInH-cKuvZT.mp4,not_real
data\sdfvd2.0\not_real\fake_vs5_aug_3-T4uRgy-DVPLJA.mp4,fake_vs5_aug_3-T4uRgy-DVPLJA.mp4,not_real
data\sdfvd2.0\not_real\fake_vs5_aug_4 - Copy-Don5DB-D0nB7b.mp4,fake_vs5_aug_4 - Copy-Don5DB-D0nB7b.mp4,not_real
data\sdfvd2.0\not_real\fake_vs5_aug_4-4aWqTT-c0dg97.mp4,fake_vs5_aug_4-4aWqTT-c0dg97.mp4,not_real
data\sdfvd2.0\not_real\fake_vs5_aug_5 - Copy-ueMxFf-vZ3OYu-XQGqTu.mp4,fake_vs5_aug_5 - Copy-ueMxFf-vZ3OYu-XQGqTu.mp4,not_real
data\sdfvd2.0\not_real\fake_vs5_aug_5-oyhVwO-WBSN53.mp4,fake_vs5_aug_5-oyhVwO-WBSN53.mp4,not_real
data\sdfvd2.0\not_real\fake_vs5_aug_6 - Copy-V7RnOv-An1SgU-zktAcc.mp4,fake_vs5_aug_6 - Copy-V7RnOv-An1SgU-zktAcc.mp4,not_real
data\sdfvd2.0\not_real\fake_vs5_aug_6-FB2Lo0-LCiqWM-bZ2FEf.mp4,fake_vs5_aug_6-FB2Lo0-LCiqWM-bZ2FEf.mp4,not_real
data\sdfvd2.0\not_real\fake_vs5_aug_7 - Copy-MjAqjh-4hsKVu-hnS0Um.mp4,fake_vs5_aug_7 - Copy-MjAqjh-4hsKVu-hnS0Um.mp4,not_real
data\sdfvd2.0\not_real\fake_vs5_aug_7-dtN7QC-m8lWQG.mp4,fake_vs5_aug_7-dtN7QC-m8lWQG.mp4,not_real
data\sdfvd2.0\not_real\fake_vs6_aug_0 - Copy-2uwbsT-6dGvHS.mp4,fake_vs6_aug_0 - Copy-2uwbsT-6dGvHS.mp4,not_real
data\sdfvd2.0\not_real\fake_vs6_aug_0-ri3Pu1-gnxDGN-IuvduL.mp4,fake_vs6_aug_0-ri3Pu1-gnxDGN-IuvduL.mp4,not_real
data\sdfvd2.0\not_real\fake_vs6_aug_1-ya9s20-FjAn2I-ME4c6i.mp4,fake_vs6_aug_1-ya9s20-FjAn2I-ME4c6i.mp4,not_real
data\sdfvd2.0\not_real\fake_vs6_aug_2-iiWH5H-NA2FCB-klM0T9.mp4,fake_vs6_aug_2-iiWH5H-NA2FCB-klM0T9.mp4,not_real
data\sdfvd2.0\not_real\fake_vs6_aug_3-gn5CE2-RQrOGy-J1c8ZV.mp4,fake_vs6_aug_3-gn5CE2-RQrOGy-J1c8ZV.mp4,not_real
data\sdfvd2.0\not_real\fake_vs6_aug_4-BM4JZo-DVgemQ.mp4,fake_vs6_aug_4-BM4JZo-DVgemQ.mp4,not_real
data\sdfvd2.0\not_real\fake_vs6_aug_5-uFirn0-3gyTq8-akSxVV.mp4,fake_vs6_aug_5-uFirn0-3gyTq8-akSxVV.mp4,not_real
data\sdfvd2.0\not_real\fake_vs6_aug_6-fkjw05-DAe95v.mp4,fake_vs6_aug_6-fkjw05-DAe95v.mp4,not_real
data\sdfvd2.0\not_real\fake_vs6_aug_7-YPeVxi-3E3nqk-PI7v6v.mp4,fake_vs6_aug_7-YPeVxi-3E3nqk-PI7v6v.mp4,not_real
data\sdfvd2.0\not_real\fake_vs7_aug_0-0qWAvv-VEmVNy-tMrWeF.mp4,fake_vs7_aug_0-0qWAvv-VEmVNy-tMrWeF.mp4,not_real
data\sdfvd2.0\not_real\fake_vs7_aug_1-2rZcU8-zWB14I-jd09Jo.mp4,fake_vs7_aug_1-2rZcU8-zWB14I-jd09Jo.mp4,not_real
data\sdfvd2.0\not_real\fake_vs7_aug_2-f0Tblt-7QJIDe-3dlVXN.mp4,fake_vs7_aug_2-f0Tblt-7QJIDe-3dlVXN.mp4,not_real
data\sdfvd2.0\not_real\fake_vs7_aug_3-lxrObw-hXumpB-CtvZxg.mp4,fake_vs7_aug_3-lxrObw-hXumpB-CtvZxg.mp4,not_real
data\sdfvd2.0\not_real\fake_vs7_aug_4-Or8lRA-ED1viU-RVMTzW.mp4,fake_vs7_aug_4-Or8lRA-ED1viU-RVMTzW.mp4,not_real
data\sdfvd2.0\not_real\fake_vs7_aug_5-W0yCXr-lsqMfc-X4kTS9.mp4,fake_vs7_aug_5-W0yCXr-lsqMfc-X4kTS9.mp4,not_real
data\sdfvd2.0\not_real\fake_vs7_aug_6-8bdd2v-uGLK2w-ryEaQy.mp4,fake_vs7_aug_6-8bdd2v-uGLK2w-ryEaQy.mp4,not_real
data\sdfvd2.0\not_real\fake_vs7_aug_7-MaWoJ5-2EIZeE-kTWqr1.mp4,fake_vs7_aug_7-MaWoJ5-2EIZeE-kTWqr1.mp4,not_real
data\sdfvd2.0\not_real\fake_vs8_aug_0-gMyEbP-HLMX4f-LKSXk3.mp4,fake_vs8_aug_0-gMyEbP-HLMX4f-LKSXk3.mp4,not_real
data\sdfvd2.0\not_real\fake_vs8_aug_1-CpCli9-kk8TOF.mp4,fake_vs8_aug_1-CpCli9-kk8TOF.mp4,not_real
data\sdfvd2.0\not_real\fake_vs8_aug_2-4B3ehL-fnOFwd.mp4,fake_vs8_aug_2-4B3ehL-fnOFwd.mp4,not_real
data\sdfvd2.0\not_real\fake_vs8_aug_3-0Ow2PP-oPoYXx-lQXiVp.mp4,fake_vs8_aug_3-0Ow2PP-oPoYXx-lQXiVp.mp4,not_real
data\sdfvd2.0\not_real\fake_vs8_aug_4-38NZpn-BJx8eh-ZIouK4.mp4,fake_vs8_aug_4-38NZpn-BJx8eh-ZIouK4.mp4,not_real
data\sdfvd2.0\not_real\fake_vs8_aug_5-EV9CCJ.mp4,fake_vs8_aug_5-EV9CCJ.mp4,not_real
data\sdfvd2.0\not_real\fake_vs9_aug_0-8RxBgQ-yKNLMp-7HyiS1.mp4,fake_vs9_aug_0-8RxBgQ-yKNLMp-7HyiS1.mp4,not_real
data\sdfvd2.0\not_real\fake_vs9_aug_1-iX7UCc-NDd6Zt-RnJM9j.mp4,fake_vs9_aug_1-iX7UCc-NDd6Zt-RnJM9j.mp4,not_real
data\sdfvd2.0\not_real\fake_vs9_aug_2-lR9zpg-BGY8o2-lRfqj4.mp4,fake_vs9_aug_2-lR9zpg-BGY8o2-lRfqj4.mp4,not_real
data\sdfvd2.0\not_real\fake_vs9_aug_3-ISQ4lD-2mBOHv-DC0aHv.mp4,fake_vs9_aug_3-ISQ4lD-2mBOHv-DC0aHv.mp4,not_real
data\sdfvd2.0\not_real\fake_vs9_aug_4-SHpzA8-ok6Uvs-cuhUDl.mp4,fake_vs9_aug_4-SHpzA8-ok6Uvs-cuhUDl.mp4,not_real
data\sdfvd2.0\not_real\fake_vs9_aug_5-qno8qh-jSc88E-tVJbau.mp4,fake_vs9_aug_5-qno8qh-jSc88E-tVJbau.mp4,not_real
data\sdfvd2.0\not_real\fake_vs9_aug_6-HWqqnk-gV67wT.mp4,fake_vs9_aug_6-HWqqnk-gV67wT.mp4,not_real
data\sdfvd2.0\not_real\fake_vs9_aug_7-JDPWjj-Obd1jz.mp4,fake_vs9_aug_7-JDPWjj-Obd1jz.mp4,not_real
data\sdfvd2.0\not_real\vs1.mp4,vs1.mp4,not_real
data\sdfvd2.0\not_real\vs10.mp4,vs10.mp4,not_real
data\sdfvd2.0\not_real\vs11.mp4,vs11.mp4,not_real
data\sdfvd2.0\not_real\vs12.mp4,vs12.mp4,not_real
data\sdfvd2.0\not_real\vs13.mp4,vs13.mp4,not_real
data\sdfvd2.0\not_real\vs14.mp4,vs14.mp4,not_real
data\sdfvd2.0\not_real\vs15.mp4,vs15.mp4,not_real
data\sdfvd2.0\not_real\vs16.mp4,vs16.mp4,not_real
data\sdfvd2.0\not_real\vs17.mp4,vs17.mp4,not_real
data\sdfvd2.0\not_real\vs18.mp4,vs18.mp4,not_real
data\sdfvd2.0\not_real\vs19.mp4,vs19.mp4,not_real
data\sdfvd2.0\not_real\vs2.mp4,vs2.mp4,not_real
data\sdfvd2.0\not_real\vs20.mp4,vs20.mp4,not_real
data\sdfvd2.0\not_real\vs21.mp4,vs21.mp4,not_real
data\sdfvd2.0\not_real\vs22.mp4,vs22.mp4,not_real
data\sdfvd2.0\not_real\vs23.mp4,vs23.mp4,not_real
data\sdfvd2.0\not_real\vs24.mp4,vs24.mp4,not_real
data\sdfvd2.0\not_real\vs25.mp4,vs25.mp4,not_real
data\sdfvd2.0\not_real\vs26.mp4,vs26.mp4,not_real
data\sdfvd2.0\not_real\vs27.mp4,vs27.mp4,not_real
data\sdfvd2.0\not_real\vs28.mp4,vs28.mp4,not_real
data\sdfvd2.0\not_real\vs29.mp4,vs29.mp4,not_real
data\sdfvd2.0\not_real\vs3.mp4,vs3.mp4,not_real
data\sdfvd2.0\not_real\vs30.mp4,vs30.mp4,not_real
data\sdfvd2.0\not_real\vs31.mp4,vs31.mp4,not_real
data\sdfvd2.0\not_real\vs32.mp4,vs32.mp4,not_real
data\sdfvd2.0\not_real\vs33.mp4,vs33.mp4,not_real
data\sdfvd2.0\not_real\vs34.mp4,vs34.mp4,not_real
data\sdfvd2.0\not_real\vs35.mp4,vs35.mp4,not_real
data\sdfvd2.0\not_real\vs36.mp4,vs36.mp4,not_real
data\sdfvd2.0\not_real\vs37.mp4,vs37.mp4,not_real
data\sdfvd2.0\not_real\vs38.mp4,vs38.mp4,not_real
data\sdfvd2.0\not_real\vs39.mp4,vs39.mp4,not_real
data\sdfvd2.0\not_real\vs4.mp4,vs4.mp4,not_real
data\sdfvd2.0\not_real\vs40.mp4,vs40.mp4,not_real
data\sdfvd2.0\not_real\vs41.mp4,vs41.mp4,not_real
data\sdfvd2.0\not_real\vs42.mp4,vs42.mp4,not_real
data\sdfvd2.0\not_real\vs43.mp4,vs43.mp4,not_real
data\sdfvd2.0\not_real\vs44.mp4,vs44.mp4,not_real
data\sdfvd2.0\not_real\vs45.mp4,vs45.mp4,not_real
data\sdfvd2.0\not_real\vs46.mp4,vs46.mp4,not_real
data\sdfvd2.0\not_real\vs47.mp4,vs47.mp4,not_real
data\sdfvd2.0\not_real\vs48.mp4,vs48.mp4,not_real
data\sdfvd2.0\not_real\vs49.mp4,vs49.mp4,not_real
data\sdfvd2.0\not_real\vs5.mp4,vs5.mp4,not_real
data\sdfvd2.0\not_real\vs50.mp4,vs50.mp4,not_real
data\sdfvd2.0\not_real\vs51.mp4,vs51.mp4,not_real
data\sdfvd2.0\not_real\vs52.mp4,vs52.mp4,not_real
data\sdfvd2.0\not_real\vs53.mp4,vs53.mp4,not_real
data\sdfvd2.0\not_real\vs6.mp4,vs6.mp4,not_real
data\sdfvd2.0\not_real\vs7.mp4,vs7.mp4,not_real
data\sdfvd2.0\not_real\vs8.mp4,vs8.mp4,not_real
data\sdfvd2.0\not_real\vs9.mp4,vs9.mp4,not_real
data\sdfvd2.0\real\real_v10_aug_0.mp4,real_v10_aug_0.mp4,real
data\sdfvd2.0\real\real_v10_aug_1.mp4,real_v10_aug_1.mp4,real
data\sdfvd2.0\real\real_v10_aug_2.mp4,real_v10_aug_2.mp4,real
data\sdfvd2.0\real\real_v10_aug_3.mp4,real_v10_aug_3.mp4,real
data\sdfvd2.0\real\real_v10_aug_4.mp4,real_v10_aug_4.mp4,real
data\sdfvd2.0\real\real_v10_aug_6.mp4,real_v10_aug_6.mp4,real
data\sdfvd2.0\real\real_v11_aug_0.mp4,real_v11_aug_0.mp4,real
data\sdfvd2.0\real\real_v11_aug_1.mp4,real_v11_aug_1.mp4,real
data\sdfvd2.0\real\real_v11_aug_2.mp4,real_v11_aug_2.mp4,real
data\sdfvd2.0\real\real_v11_aug_3.mp4,real_v11_aug_3.mp4,real
data\sdfvd2.0\real\real_v11_aug_4.mp4,real_v11_aug_4.mp4,real
