frame_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
31,0.0060424805,0.010314941,0.015319824,0.020874023,0.020812988,0.037841797,0.06213379,0.15411377,0.26184082,0.1274414,0.046081543,0.03869629,0.017456055,0.016784668,0.017150879,0.01965332,0.046142578,0.08129883,0.010314941,0.015014648,0.019226074,0.022949219,0.023498535,0.03466797,0.059692383,0.14361572,0.2607422,0.1293335,0.044311523,0.03564453,0.018676758,0.020751953,0.019042969,0.018859863,0.036132812,0.087524414,0.010131836,0.009338379,0.014404297,0.021118164,0.023498535,0.035949707,0.05810547,0.14483643,0.26800537,0.13464355,0.05053711,0.04156494,0.021606445,0.021240234,0.019836426,0.015197754,0.040527344,0.06945801,0.012451172,0.011352539,0.017700195,0.026428223,0.025512695,0.037475586,0.057800293,0.11529541,0.23040771,0.15240479,0.07196045,0.051940918,0.029724121,0.023376465,0.016845703,0.010314941,0.04034424,0.06866455
32,0.006225586,0.009887695,0.012268066,0.01965332,0.024169922,0.037475586,0.05731201,0.1593628,0.25720215,0.12542725,0.045776367,0.039855957,0.016967773,0.016113281,0.017028809,0.020996094,0.04449463,0.089782715,0.010620117,0.013793945,0.022277832,0.024230957,0.023620605,0.032043457,0.05908203,0.14282227,0.25878906,0.13079834,0.04699707,0.03338623,0.020263672,0.018737793,0.020690918,0.019042969,0.036621094,0.08618164,0.009216309,0.009277344,0.013977051,0.022766113,0.024353027,0.036499023,0.055786133,0.1461792,0.26843262,0.13574219,0.047424316,0.03845215,0.024780273,0.020141602,0.019042969,0.0154418945,0.041748047,0.070739746,0.0115356445,0.011474609,0.015686035,0.02508545,0.02557373,0.038391113,0.05718994,0.1194458,0.23339844,0.15673828,0.070617676,0.050231934,0.029052734,0.02154541,0.015686035,0.010192871,0.04107666,0.06707764
33,0.006652832,0.010070801,0.012939453,0.018859863,0.022094727,0.036987305,0.061401367,0.16192627,0.25506592,0.1227417,0.043395996,0.039611816,0.018432617,0.01586914,0.017456055,0.021484375,0.049438477,0.08557129,0.0107421875,0.015930176,0.020019531,0.024353027,0.021850586,0.03149414,0.05456543,0.14984131,0.25585938,0.1359253,0.044189453,0.03302002,0.0178833,0.020812988,0.0178833,0.018615723,0.036743164,0.090270996,0.010070801,0.010803223,0.014038086,0.023864746,0.024841309,0.034301758,0.056152344,0.14624023,0.26287842,0.13598633,0.050964355,0.039855957,0.023986816,0.018981934,0.018188477,0.015930176,0.0390625,0.07385254,0.009887695,0.013244629,0.0178833,0.023010254,0.021972656,0.035217285,0.049987793,0.1138916,0.24615479,0.16467285,0.06878662,0.047973633,0.026306152,0.019897461,0.016784668,0.010803223,0.04119873,0.07232666
34,0.0072021484,0.01171875,0.014343262,0.020263672,0.02142334,0.035217285,0.060668945,0.15509033,0.25457764,0.12548828,0.046813965,0.0390625,0.017456055,0.016357422,0.01776123,0.020690918,0.049987793,0.085876465,0.010131836,0.015319824,0.018127441,0.024780273,0.022277832,0.032165527,0.053710938,0.14910889,0.2557373,0.1394043,0.04559326,0.033935547,0.019470215,0.017456055,0.01727295,0.01763916,0.035705566,0.092163086,0.012145996,0.012451172,0.014282227,0.021911621,0.026123047,0.03668213,0.053344727,0.13696289,0.25897217,0.13275146,0.050964355,0.04663086,0.022155762,0.020568848,0.020568848,0.0146484375,0.04156494,0.07727051,0.010681152,0.00982666,0.015136719,0.020141602,0.022277832,0.03515625,0.052124023,0.11419678,0.24578857,0.171875,0.07098389,0.048461914,0.024658203,0.021118164,0.016235352,0.00970459,0.042785645,0.068847656
35,0.0065307617,0.010803223,0.015258789,0.02154541,0.022399902,0.034851074,0.060791016,0.1574707,0.24865723,0.12365723,0.047058105,0.040100098,0.019042969,0.018493652,0.016418457,0.022033691,0.049072266,0.08581543,0.009216309,0.017028809,0.019165039,0.024597168,0.022766113,0.03186035,0.055725098,0.14160156,0.26391602,0.14056396,0.045837402,0.03363037,0.01977539,0.018554688,0.01965332,0.01739502,0.03173828,0.0869751,0.0095825195,0.012512207,0.015808105,0.024658203,0.024353027,0.03729248,0.053833008,0.13476562,0.26019287,0.13598633,0.050354004,0.039611816,0.026855469,0.024841309,0.018005371,0.014343262,0.03967285,0.07733154,0.008544922,0.010803223,0.014831543,0.020812988,0.020141602,0.035095215,0.053649902,0.116882324,0.24853516,0.16888428,0.06652832,0.051208496,0.028137207,0.020996094,0.016418457,0.010864258,0.04638672,0.061279297
36,0.00579834,0.010314941,0.017028809,0.022399902,0.021362305,0.035949707,0.05999756,0.15332031,0.24401855,0.1227417,0.045898438,0.040527344,0.019470215,0.018859863,0.018859863,0.020935059,0.052734375,0.089782715,0.00982666,0.014831543,0.023010254,0.022216797,0.022216797,0.032348633,0.054992676,0.14324951,0.2581787,0.1453247,0.04449463,0.031555176,0.01965332,0.018859863,0.0178833,0.01739502,0.035583496,0.088378906,0.008544922,0.011779785,0.016357422,0.02532959,0.027954102,0.038024902,0.0546875,0.1362915,0.25445557,0.13757324,0.051574707,0.038330078,0.023986816,0.024169922,0.019836426,0.015136719,0.038085938,0.07788086,0.0079956055,0.009643555,0.013793945,0.018249512,0.018310547,0.03289795,0.05822754,0.12658691,0.23480225,0.17321777,0.068115234,0.05279541,0.027160645,0.020507812,0.015136719,0.010192871,0.055480957,0.056884766
37,0.006958008,0.012573242,0.013977051,0.021118164,0.020812988,0.037109375,0.061157227,0.15386963,0.24493408,0.12451172,0.04638672,0.037902832,0.01751709,0.018310547,0.017150879,0.021850586,0.055419922,0.08843994,0.010437012,0.016723633,0.022644043,0.024536133,0.023254395,0.032287598,0.056640625,0.13964844,0.2532959,0.13867188,0.043762207,0.036743164,0.019042969,0.018615723,0.019897461,0.017822266,0.03704834,0.08892822,0.010070801,0.011657715,0.017456055,0.026000977,0.026245117,0.037231445,0.05456543,0.13415527,0.24578857,0.1395874,0.05291748,0.041870117,0.02758789,0.025268555,0.020690918,0.014953613,0.035949707,0.07800293,0.0068359375,0.010253906,0.014953613,0.016784668,0.018371582,0.030883789,0.053466797,0.13513184,0.234375,0.16925049,0.06744385,0.053527832,0.029785156,0.023864746,0.017578125,0.009887695,0.053955078,0.053649902
38,0.008117676,0.012023926,0.015075684,0.021484375,0.022338867,0.033447266,0.056762695,0.15698242,0.24127197,0.12487793,0.043945312,0.03967285,0.018676758,0.017700195,0.019897461,0.022644043,0.051208496,0.09387207,0.011474609,0.014953613,0.021850586,0.024658203,0.02508545,0.033691406,0.054016113,0.14349365,0.24822998,0.14007568,0.046020508,0.033935547,0.021484375,0.019348145,0.019165039,0.017456055,0.03515625,0.089904785,0.011657715,0.012573242,0.015930176,0.027404785,0.02545166,0.039794922,0.055358887,0.12915039,0.2345581,0.13891602,0.05633545,0.04626465,0.026245117,0.023620605,0.020874023,0.014465332,0.039611816,0.08178711,0.0072021484,0.009765625,0.014892578,0.01965332,0.018249512,0.034362793,0.053771973,0.13128662,0.22692871,0.16699219,0.06652832,0.05670166,0.028442383,0.023376465,0.01574707,0.008972168,0.056640625,0.06048584
39,0.0076904297,0.01361084,0.015563965,0.0211792,0.020324707,0.032226562,0.056640625,0.15142822,0.2514038,0.12213135,0.04144287,0.037841797,0.016723633,0.016906738,0.019470215,0.02355957,0.054382324,0.097473145,0.010986328,0.018615723,0.018859863,0.022705078,0.024719238,0.036743164,0.05267334,0.140625,0.24542236,0.13995361,0.046875,0.037475586,0.02130127,0.018554688,0.018554688,0.016296387,0.036315918,0.093322754,0.011291504,0.008911133,0.016906738,0.024353027,0.029541016,0.04034424,0.056152344,0.1315918,0.22875977,0.13482666,0.055603027,0.043884277,0.027648926,0.026672363,0.021362305,0.012573242,0.051635742,0.077941895,0.0067749023,0.008239746,0.015930176,0.021362305,0.018859863,0.032348633,0.054016113,0.12902832,0.23321533,0.16143799,0.061767578,0.055725098,0.031311035,0.024353027,0.01739502,0.0099487305,0.05407715,0.064208984
40,0.0067749023,0.016052246,0.016052246,0.020751953,0.020324707,0.03149414,0.054626465,0.1482544,0.25256348,0.11743164,0.043823242,0.037475586,0.017211914,0.018127441,0.01928711,0.024658203,0.055358887,0.099731445,0.013061523,0.017028809,0.019836426,0.021850586,0.024536133,0.033691406,0.05505371,0.14398193,0.23925781,0.1430664,0.047424316,0.03741455,0.021484375,0.020141602,0.018798828,0.015136719,0.034423828,0.093811035,0.012451172,0.0107421875,0.015014648,0.028320312,0.026306152,0.04144287,0.057922363,0.12841797,0.22094727,0.13970947,0.059448242,0.044311523,0.026916504,0.026367188,0.021728516,0.014587402,0.047668457,0.077697754,0.0068969727,0.011230469,0.012573242,0.018249512,0.018798828,0.035339355,0.059753418,0.13018799,0.22357178,0.16021729,0.060791016,0.05657959,0.030395508,0.023925781,0.016845703,0.011108398,0.057800293,0.06573486
41,0.0072021484,0.014770508,0.01763916,0.023498535,0.01940918,0.034484863,0.059143066,0.14300537,0.25274658,0.11328125,0.04284668,0.036865234,0.017150879,0.01763916,0.020507812,0.024169922,0.0592041,0.09643555,0.012756348,0.015197754,0.020202637,0.024108887,0.025512695,0.03503418,0.054382324,0.14587402,0.23162842,0.13983154,0.04815674,0.03765869,0.023010254,0.02154541,0.020019531,0.016052246,0.032836914,0.096191406,0.012756348,0.0099487305,0.01550293,0.02520752,0.027160645,0.04309082,0.06225586,0.12890625,0.21044922,0.13879395,0.059631348,0.04925537,0.028320312,0.025756836,0.022277832,0.013244629,0.050476074,0.07696533,0.007385254,0.008239746,0.01373291,0.016784668,0.019104004,0.0357666,0.05987549,0.13867188,0.22613525,0.15679932,0.066467285,0.0569458,0.03326416,0.0211792,0.015563965,0.010070801,0.051513672,0.0625
42,0.007751465,0.014221191,0.016357422,0.02166748,0.02130127,0.034118652,0.05670166,0.14788818,0.25421143,0.11785889,0.041381836,0.036376953,0.016296387,0.017089844,0.018920898,0.02355957,0.057434082,0.09686279,0.011230469,0.014770508,0.022094727,0.025634766,0.02331543,0.033691406,0.053588867,0.14117432,0.23937988,0.1362915,0.049987793,0.03668213,0.02368164,0.0211792,0.020141602,0.016479492,0.03387451,0.09680176,0.013061523,0.010986328,0.015808105,0.02557373,0.026184082,0.041809082,0.057800293,0.12866211,0.20751953,0.13867188,0.060058594,0.049438477,0.031677246,0.027954102,0.021362305,0.014160156,0.05407715,0.07519531,0.0059814453,0.0071411133,0.014465332,0.01574707,0.019104004,0.035705566,0.061279297,0.14697266,0.21881104,0.1607666,0.068603516,0.057861328,0.031433105,0.021972656,0.016845703,0.010559082,0.04675293,0.05999756
43,0.0036621094,0.002319336,0.014343262,0.015380859,0.013366699,0.078063965,0.08898926,0.11279297,0.13763428,0.16040039,0.07922363,0.10131836,0.05883789,0.028442383,0.013793945,0.003967285,0.051635742,0.035827637,0.0007324219,6.1035156e-05,0.0065307617,0.012023926,0.006225586,0.051208496,0.07714844,0.10656738,0.111450195,0.18804932,0.06994629,0.113464355,0.05999756,0.026733398,0.020446777,0.007080078,0.1159668,0.026367188,0.0015258789,0.00024414062,0.013305664,0.011230469,0.008117676,0.066589355,0.08416748,0.09625244,0.121032715,0.17767334,0.06695557,0.11395264,0.06451416,0.030090332,0.015319824,0.005432129,0.08538818,0.038208008,0.00036621094,0.0014038086,0.006958008,0.007507324,0.0075683594,0.06274414,0.08062744,0.09625244,0.103881836,0.17840576,0.05456543,0.12817383,0.07086182,0.032836914,0.018188477,0.0059814453,0.11627197,0.027404785
44,0.0076293945,0.014831543,0.016479492,0.021118164,0.02178955,0.03466797,0.05706787,0.14056396,0.2578125,0.121032715,0.041259766,0.036865234,0.017944336,0.01739502,0.01977539,0.022399902,0.05621338,0.09515381,0.011779785,0.016479492,0.020935059,0.02368164,0.021911621,0.032104492,0.057922363,0.14630127,0.24047852,0.1338501,0.04748535,0.03540039,0.021972656,0.020446777,0.020996094,0.0178833,0.0357666,0.09460449,0.011474609,0.011230469,0.014465332,0.02520752,0.026489258,0.038208008,0.061523438,0.13372803,0.1998291,0.13635254,0.059387207,0.049560547,0.030517578,0.026977539,0.022644043,0.013793945,0.05859375,0.08001709,0.0076293945,0.008239746,0.012817383,0.021118164,0.0211792,0.036621094,0.05480957,0.13806152,0.22113037,0.15612793,0.0670166,0.060546875,0.030822754,0.022216797,0.019165039,0.010620117,0.04937744,0.0625
45,0.0076904297,0.013427734,0.018310547,0.024047852,0.022155762,0.03564453,0.053527832,0.14068604,0.25500488,0.11993408,0.042419434,0.036010742,0.018676758,0.01953125,0.021118164,0.023986816,0.052856445,0.0949707,0.011169434,0.016052246,0.018554688,0.022460938,0.02355957,0.03466797,0.05682373,0.14569092,0.24176025,0.13598633,0.047546387,0.034484863,0.024353027,0.020202637,0.019836426,0.017150879,0.035888672,0.093811035,0.013427734,0.009765625,0.015136719,0.024963379,0.025024414,0.0413208,0.059692383,0.12719727,0.2053833,0.13677979,0.055236816,0.050842285,0.029724121,0.027038574,0.021972656,0.013916016,0.058532715,0.08404541,0.007507324,0.00982666,0.014587402,0.019958496,0.019104004,0.03112793,0.058898926,0.13476562,0.20709229,0.16101074,0.06707764,0.059020996,0.032043457,0.023376465,0.015991211,0.0107421875,0.05999756,0.067871094
46,0.00793457,0.015808105,0.017700195,0.021911621,0.021484375,0.03479004,0.055480957,0.14093018,0.25531006,0.11895752,0.0390625,0.038330078,0.016723633,0.017944336,0.018920898,0.025390625,0.05444336,0.09887695,0.01184082,0.01574707,0.01727295,0.024597168,0.020141602,0.0335083,0.053833008,0.15148926,0.24017334,0.13964844,0.045654297,0.033691406,0.024169922,0.020751953,0.018554688,0.016906738,0.040161133,0.09185791,0.011108398,0.012145996,0.014038086,0.023864746,0.026916504,0.041015625,0.06011963,0.1303711,0.21124268,0.13311768,0.057250977,0.048583984,0.027770996,0.027893066,0.023071289,0.014038086,0.058776855,0.07867432,0.007751465,0.008117676,0.0154418945,0.019470215,0.017944336,0.033325195,0.057617188,0.14160156,0.21789551,0.15270996,0.06939697,0.058898926,0.030761719,0.024475098,0.015930176,0.010986328,0.051879883,0.0657959
47,0.008178711,0.015197754,0.017822266,0.021606445,0.020812988,0.034179688,0.05609131,0.13934326,0.25982666,0.11871338,0.04296875,0.03552246,0.018188477,0.018310547,0.020141602,0.024169922,0.051696777,0.097229004,0.010620117,0.014465332,0.018859863,0.023620605,0.019348145,0.03326416,0.05444336,0.15435791,0.23309326,0.14117432,0.047851562,0.034973145,0.022888184,0.020385742,0.01940918,0.016357422,0.041137695,0.09375,0.011657715,0.00982666,0.014404297,0.025939941,0.024475098,0.037231445,0.060058594,0.13201904,0.21002197,0.1362915,0.057556152,0.05065918,0.028564453,0.024291992,0.022399902,0.015075684,0.05834961,0.08117676,0.007385254,0.010803223,0.014465332,0.018493652,0.019104004,0.034423828,0.059753418,0.13989258,0.21612549,0.15350342,0.06878662,0.059326172,0.032592773,0.02557373,0.016784668,0.012390137,0.048095703,0.0625
48,0.008361816,0.015991211,0.016296387,0.021728516,0.020996094,0.0345459,0.052734375,0.14404297,0.2616577,0.11993408,0.04425049,0.037719727,0.019226074,0.016784668,0.019226074,0.023254395,0.050964355,0.092285156,0.010375977,0.013916016,0.017028809,0.023864746,0.021850586,0.036499023,0.056274414,0.15447998,0.23809814,0.13800049,0.046875,0.036254883,0.0234375,0.021118164,0.020446777,0.014709473,0.038879395,0.087890625,0.012023926,0.011108398,0.015625,0.024291992,0.021850586,0.034973145,0.060302734,0.13171387,0.21038818,0.13903809,0.056762695,0.05053711,0.028747559,0.025390625,0.020812988,0.013244629,0.06262207,0.080566406,0.006591797,0.009277344,0.014343262,0.019897461,0.020019531,0.037353516,0.05810547,0.13616943,0.20709229,0.1560669,0.07196045,0.058410645,0.03161621,0.025146484,0.018188477,0.011352539,0.051757812,0.06665039
49,0.008483887,0.014587402,0.01776123,0.022216797,0.022460938,0.034057617,0.055541992,0.13928223,0.26434326,0.117614746,0.043518066,0.038024902,0.01953125,0.017089844,0.019042969,0.021911621,0.047851562,0.09667969,0.010437012,0.0134887695,0.01727295,0.022277832,0.025146484,0.03491211,0.060546875,0.15063477,0.23309326,0.14056396,0.047302246,0.041809082,0.022583008,0.021606445,0.019348145,0.016296387,0.03656006,0.086120605,0.013000488,0.01171875,0.014404297,0.022399902,0.022033691,0.036621094,0.056640625,0.13104248,0.21148682,0.14031982,0.05987549,0.049438477,0.028320312,0.025756836,0.02142334,0.013671875,0.059509277,0.082336426,0.009155273,0.011047363,0.0138549805,0.01928711,0.020446777,0.0357666,0.061767578,0.13104248,0.20440674,0.15802002,0.068237305,0.058410645,0.030578613,0.025390625,0.017822266,0.013061523,0.050231934,0.07147217
50,0.009277344,0.015319824,0.018859863,0.020080566,0.019836426,0.0345459,0.056152344,0.13757324,0.27252197,0.11553955,0.041503906,0.036621094,0.018737793,0.017456055,0.019226074,0.022521973,0.048828125,0.09539795,0.010437012,0.013244629,0.016967773,0.022338867,0.020568848,0.03466797,0.061523438,0.1515503,0.2321167,0.13964844,0.051330566,0.038391113,0.02557373,0.020446777,0.019165039,0.0154418945,0.03540039,0.09118652,0.011413574,0.01184082,0.014831543,0.022644043,0.022888184,0.03564453,0.055480957,0.1296997,0.22296143,0.1381836,0.05895996,0.05328369,0.027404785,0.02532959,0.020202637,0.014160156,0.059326172,0.07574463,0.008666992,0.009338379,0.014282227,0.020202637,0.019592285,0.03503418,0.0579834,0.13128662,0.20941162,0.15472412,0.06976318,0.05859375,0.032836914,0.025634766,0.020324707,0.0126953125,0.048828125,0.07080078
51,0.0078125,0.01574707,0.017700195,0.020385742,0.020202637,0.033203125,0.05670166,0.13311768,0.27825928,0.11566162,0.04309082,0.03387451,0.01776123,0.019104004,0.020385742,0.022277832,0.046691895,0.09802246,0.009765625,0.014221191,0.016357422,0.021362305,0.022399902,0.03753662,0.05822754,0.14892578,0.23095703,0.13677979,0.04827881,0.040161133,0.024963379,0.021728516,0.020874023,0.014709473,0.039001465,0.09375,0.011108398,0.012268066,0.016113281,0.022705078,0.023864746,0.03253174,0.05340576,0.13110352,0.22576904,0.14324951,0.058288574,0.051330566,0.02911377,0.024475098,0.018188477,0.014465332,0.053833008,0.078186035,0.008544922,0.010803223,0.015319824,0.018493652,0.019836426,0.034606934,0.059020996,0.13647461,0.20391846,0.15100098,0.07080078,0.059692383,0.032104492,0.024108887,0.019836426,0.012390137,0.050842285,0.07220459
52,0.0087890625,0.016418457,0.020019531,0.019470215,0.018798828,0.031555176,0.055236816,0.13787842,0.27685547,0.11505127,0.044677734,0.036376953,0.017333984,0.016052246,0.020812988,0.023376465,0.049194336,0.09210205,0.009521484,0.013305664,0.018249512,0.021911621,0.021484375,0.03717041,0.057434082,0.14672852,0.2300415,0.140625,0.05114746,0.041015625,0.023010254,0.021118164,0.020446777,0.014465332,0.039489746,0.09283447,0.010681152,0.012207031,0.016235352,0.022888184,0.01977539,0.035461426,0.053588867,0.1296997,0.23498535,0.13513184,0.057128906,0.053222656,0.029418945,0.02319336,0.019714355,0.014099121,0.05822754,0.07434082,0.008483887,0.010986328,0.014953613,0.019836426,0.019226074,0.034729004,0.062438965,0.13604736,0.20550537,0.14611816,0.07147217,0.06072998,0.031677246,0.026062012,0.01928711,0.012634277,0.05114746,0.06866455
53,0.008056641,0.016296387,0.018493652,0.020324707,0.020385742,0.0357666,0.054138184,0.13665771,0.2779541,0.113708496,0.040039062,0.033203125,0.020629883,0.016235352,0.019897461,0.023132324,0.04876709,0.09631348,0.010559082,0.015075684,0.014404297,0.021240234,0.021362305,0.038879395,0.057495117,0.14550781,0.23321533,0.1394043,0.05065918,0.038330078,0.024597168,0.02154541,0.019165039,0.016540527,0.042236328,0.089782715,0.012145996,0.013000488,0.014587402,0.023376465,0.020751953,0.033447266,0.05621338,0.13024902,0.23291016,0.13555908,0.06121826,0.051208496,0.028808594,0.023864746,0.018493652,0.013793945,0.050354004,0.08001709,0.007446289,0.011413574,0.016601562,0.019592285,0.022216797,0.035339355,0.059936523,0.13861084,0.1973877,0.1508789,0.06793213,0.056396484,0.032104492,0.027404785,0.020751953,0.0134887695,0.04711914,0.07537842
54,0.009216309,0.015563965,0.018005371,0.01965332,0.022949219,0.03277588,0.0546875,0.13616943,0.28045654,0.11407471,0.041870117,0.033996582,0.016723633,0.016296387,0.01965332,0.023010254,0.04815674,0.09674072,0.010864258,0.014526367,0.01727295,0.021484375,0.020385742,0.035583496,0.05859375,0.14685059,0.23168945,0.13775635,0.051208496,0.039978027,0.026000977,0.023986816,0.019226074,0.016723633,0.038024902,0.08984375,0.010986328,0.01159668,0.015258789,0.021606445,0.020507812,0.036743164,0.057006836,0.13006592,0.23815918,0.14050293,0.058044434,0.050720215,0.028625488,0.02166748,0.01763916,0.014770508,0.049621582,0.07647705,0.008483887,0.011108398,0.014465332,0.019897461,0.016601562,0.033996582,0.0637207,0.1340332,0.20220947,0.14831543,0.0680542,0.057861328,0.03527832,0.026184082,0.020568848,0.015014648,0.051330566,0.07287598
55,0.009399414,0.017333984,0.017578125,0.019226074,0.022216797,0.032348633,0.055419922,0.13342285,0.28607178,0.10876465,0.042419434,0.033325195,0.018737793,0.016296387,0.019592285,0.022888184,0.04888916,0.096069336,0.010925293,0.0146484375,0.01751709,0.020080566,0.020629883,0.03491211,0.060668945,0.14593506,0.23162842,0.13726807,0.051696777,0.04083252,0.026000977,0.022033691,0.021362305,0.016662598,0.037902832,0.08929443,0.01171875,0.0115356445,0.014282227,0.020812988,0.02154541,0.033447266,0.05621338,0.1317749,0.23852539,0.14190674,0.061584473,0.051452637,0.025878906,0.024963379,0.018798828,0.013000488,0.04675293,0.075805664,0.008911133,0.010620117,0.016113281,0.020568848,0.018432617,0.034606934,0.06390381,0.13330078,0.20166016,0.14575195,0.070251465,0.058654785,0.032348633,0.026123047,0.022399902,0.0146484375,0.048339844,0.07336426
56,0.008666992,0.01776123,0.017700195,0.020019531,0.02130127,0.03540039,0.05670166,0.12615967,0.28582764,0.10925293,0.041381836,0.035827637,0.01739502,0.017028809,0.018310547,0.023498535,0.050842285,0.09692383,0.0095825195,0.01586914,0.01727295,0.022094727,0.020629883,0.032592773,0.05908203,0.14807129,0.2288208,0.14178467,0.049926758,0.03918457,0.025756836,0.022155762,0.02178955,0.015380859,0.039733887,0.090270996,0.011291504,0.010864258,0.011779785,0.020812988,0.022460938,0.035583496,0.05517578,0.13183594,0.24023438,0.14276123,0.06097412,0.050598145,0.027526855,0.023376465,0.01776123,0.011962891,0.045654297,0.0793457,0.009216309,0.0107421875,0.015380859,0.01928711,0.018554688,0.03527832,0.061645508,0.13476562,0.19396973,0.15270996,0.071777344,0.057739258,0.03314209,0.025756836,0.021850586,0.01171875,0.049987793,0.07647705
57,0.009094238,0.015136719,0.01776123,0.019836426,0.021057129,0.038757324,0.058532715,0.12878418,0.28460693,0.10430908,0.04144287,0.034729004,0.018981934,0.016235352,0.018432617,0.022521973,0.05126953,0.09851074,0.009460449,0.014099121,0.020446777,0.021484375,0.020385742,0.033203125,0.059936523,0.14526367,0.23309326,0.13562012,0.053344727,0.041931152,0.026000977,0.022033691,0.018554688,0.015014648,0.04058838,0.089538574,0.012084961,0.010925293,0.013366699,0.020080566,0.021057129,0.03363037,0.057556152,0.13458252,0.2366333,0.14117432,0.05908203,0.049072266,0.028137207,0.024902344,0.018920898,0.011474609,0.05053711,0.07678223,0.008911133,0.012756348,0.0146484375,0.020751953,0.020385742,0.03515625,0.058166504,0.12963867,0.19580078,0.15002441,0.07092285,0.059814453,0.033691406,0.026855469,0.020996094,0.013671875,0.049926758,0.07788086
58,0.009460449,0.01574707,0.018066406,0.0211792,0.021362305,0.036254883,0.055786133,0.12628174,0.2859497,0.10821533,0.041381836,0.03552246,0.018676758,0.016540527,0.018798828,0.022155762,0.05065918,0.097961426,0.008850098,0.013122559,0.020141602,0.022277832,0.020690918,0.034973145,0.05657959,0.14990234,0.22955322,0.140625,0.052734375,0.04071045,0.02520752,0.02319336,0.01739502,0.017211914,0.03967285,0.0871582,0.011352539,0.0115356445,0.012451172,0.019592285,0.02154541,0.034240723,0.055664062,0.13623047,0.23657227,0.14093018,0.06518555,0.049438477,0.030700684,0.022277832,0.01965332,0.012756348,0.049560547,0.0703125,0.008605957,0.010253906,0.015258789,0.020202637,0.018310547,0.036499023,0.062561035,0.13214111,0.19848633,0.14703369,0.07067871,0.058288574,0.034362793,0.027832031,0.020202637,0.013305664,0.05328369,0.07269287
59,0.008483887,0.017944336,0.016967773,0.021240234,0.02166748,0.0335083,0.053894043,0.12896729,0.28735352,0.105529785,0.041015625,0.033813477,0.019592285,0.016906738,0.020080566,0.024047852,0.047180176,0.10180664,0.008361816,0.013916016,0.017150879,0.022399902,0.021728516,0.035339355,0.06213379,0.15020752,0.22998047,0.1375122,0.054504395,0.04058838,0.024414062,0.021728516,0.020629883,0.015380859,0.03955078,0.084472656,0.010681152,0.010620117,0.013916016,0.020141602,0.020507812,0.035339355,0.053955078,0.13165283,0.23760986,0.14538574,0.0635376,0.048950195,0.028747559,0.022338867,0.019165039,0.013305664,0.050842285,0.07330322,0.008605957,0.0087890625,0.016662598,0.022155762,0.0211792,0.034362793,0.059753418,0.13421631,0.1930542,0.14788818,0.071777344,0.06347656,0.033813477,0.027404785,0.020996094,0.011230469,0.051330566,0.07330322
60,0.008544922,0.016540527,0.018310547,0.020690918,0.022766113,0.031311035,0.054626465,0.1303711,0.28094482,0.10974121,0.040039062,0.036865234,0.018310547,0.017211914,0.017944336,0.024658203,0.051879883,0.099243164,0.008605957,0.012512207,0.0154418945,0.022155762,0.021972656,0.036621094,0.06225586,0.15039062,0.22827148,0.14031982,0.055114746,0.04168701,0.024536133,0.021972656,0.019226074,0.015319824,0.03869629,0.0848999,0.011779785,0.009643555,0.012939453,0.01977539,0.022338867,0.03326416,0.05291748,0.13793945,0.2345581,0.14172363,0.064208984,0.047973633,0.028259277,0.024169922,0.018676758,0.012573242,0.050842285,0.076416016,0.00970459,0.009155273,0.016357422,0.021606445,0.020996094,0.033447266,0.06329346,0.13354492,0.190979,0.15246582,0.07281494,0.06323242,0.03314209,0.026550293,0.020507812,0.012451172,0.050109863,0.06964111
61,0.008911133,0.016845703,0.017578125,0.022338867,0.022216797,0.0345459,0.050109863,0.13061523,0.28009033,0.109191895,0.040039062,0.037231445,0.01977539,0.0178833,0.019897461,0.02130127,0.05065918,0.10076904,0.009338379,0.012145996,0.014892578,0.022399902,0.022094727,0.038269043,0.062072754,0.14868164,0.22796631,0.13952637,0.056396484,0.04321289,0.023376465,0.022155762,0.01940918,0.014953613,0.036743164,0.086364746,0.011657715,0.010131836,0.013122559,0.0211792,0.021118164,0.03479004,0.053710938,0.13342285,0.23010254,0.14697266,0.061828613,0.05029297,0.02734375,0.022521973,0.020202637,0.01184082,0.051696777,0.078063965,0.009277344,0.011230469,0.016235352,0.020385742,0.01940918,0.036010742,0.063964844,0.12701416,0.19281006,0.15454102,0.07220459,0.06384277,0.0335083,0.026611328,0.019470215,0.010986328,0.04901123,0.07348633
